prorate	divide or assess proportionally
prorate	make a proportional settlement or distribution
miscalculate	calculate incorrectly
recalculate	calculate anew
get	reach by calculation
average	compute the average of
square	raise to the second power
cube	raise to the third power
factor	resolve into factors
add	make an addition by combining numbers
foot	add a column of numbers
subtract	make a subtraction
carry_back	deduct a loss or an unused credit from taxable income for a prior period
multiply	combine by multiplication
raise	multiply (a number) by itself a specified number of times: 8 is 2 raised to the power 3
divide	perform a division
halve	divide by two
quarter	divide by four
interpolate	estimate the value of
differentiate	calculate a derivative
integrate	calculate the integral of
analyze	subject to psychoanalytic treatment
analyze	make a mathematical, chemical, or grammatical analysis of
parse	analyze syntactically by assigning a constituent structure to (a sentence)
synthesize	combine so as to form a more complex, product
synthesize	combine and form a synthesis
analyze	consider in detail and subject to an analysis in order to discover essential features or meaning
anatomize	analyze down to the smallest detail
botanize	collect and study plants
diagnose	determine or distinguish the nature of a problem or an illness through a diagnostic analysis
diagnose	subject to a medical analysis
explore	examine  (organs) for diagnostic purposes
put_out_feelers	make some preliminary investigations or test the waters
explore	examine minutely
plumb	examine thoroughly and in great depth
survey	consider in a comprehensive way
survey	plot a map of (land)
triangulate	survey by triangulation
measure	determine the measurements of something or somebody, take measurements of
shoot	measure the altitude of by using a sextant
triangulate	measure by using trigonometry
caliper	measure the diameter of something with calipers
survey	make a survey of
prospect	explore for useful or valuable things or substances, such as minerals
research	inquire into
google	search the internet (for information) using the Google search engine
re-explore	explore anew
cast_about	search anxiously
explore	travel to or penetrate into
pioneer	open up and explore a new area
cave	explore natural caves
discriminate	recognize or perceive the difference
subtilize	mark fine distinctions and subtleties, as among words
distinguish	mark as different
label	distinguish (an element or atom) by using a radioactive isotope or an isotope of unusual mass for tracing through chemical reactions
treat	regard or consider in a specific way
bristle	react in an offended or angry manner
label	distinguish (as a compound or molecule) by introducing a labeled atom
sex	tell the sex (of young chickens)
individualize	make or mark or treat as individual
distinguish	be a distinctive feature, attribute, or trait
identify	identify as in botany or biology, for example
catalogue	make an itemized list or catalog of
compare	examine and note the similarities or differences of
analogize	make an analogy
syllogize	reason by syllogisms
compare	consider or describe as similar, equal, or analogous
reconsider	consider again
reconsider	consider again (a bill) that had been voted upon before, in legislation
come_round	change one's position or opinion
classify	arrange or order by classes or categories
isolate	separate  (experiences) from the emotions relating to them
refer	think of, regard, or classify under a subsuming principle or with a general group or in relation to another
reclassify	classify anew, change the previous classification
size	sort according to size
dichotomize	divide into two opposing groups or kinds
pigeonhole	treat or classify according to a mental stereotype
group	arrange into a group or groups
regroup	reorganize into new groups
bracket	classify or group
collocate	group or chunk together in a certain order or place side by side
categorize	place into or assign to a category
grade	determine the grade of or assign a grade to
grade	assign a grade or rank to, according to one's evaluation
rate	assign a rank or rating to
superordinate	place in a superior order or rank
shortlist	put someone or something on a short list
seed	distribute (players or teams) so that outstanding teams or players will not meet in the early rounds
reorder	assign a new order to
countermarch	change the order of soldiers during a march
outclass	cause to appear in a lower class
subordinate	rank or order as less important or consider of less value
place	take a place in a competition
come	have a certain priority
rank	take or have a position relative to others
prioritize	assign a priority to
sequence	arrange in a sequence
downgrade	rate lower
upgrade	rate higher
rate	estimate the value of
contrast	put in opposition to show or emphasize differences
severalize	distinguish or separate
contradistinguish	distinguish by contrasting qualities
collate	compare critically
check	examine so as to determine accuracy, quality, or condition
check	put a check mark on or near or next to
receipt	mark or stamp as paid
see	be careful or certain to do something
control	verify by using a duplicate register for comparison
check	verify by consulting a source or authority
double-check	check once more to be absolutely sure
cross-check	check out conflicting sources
cinch	make sure of
card	ask someone for identification to determine whether he or she is old enough to consume liquor
spot-check	pick out random samples for examination in order to ensure high quality
authenticate	establish the authenticity of something
verify	confirm the truth of
prove	establish the validity of something, as by an example, explanation or experiment
prove_oneself	show one's ability or courage
explode	show (a theory or claim) to be baseless, or refute and make obsolete
lay_down	institute, enact, or establish
prove	prove formally
prove	obtain probate of
confirm	establish or strengthen as with new evidence or facts
document	support or supply with references
source	specify the origin of
negate	prove negative
invalidate	show to be invalid
validate	prove valid
disprove	prove to be false
refute	prove to be false or incorrect
falsify	prove false
digest	put up with something or somebody unpleasant
accept	tolerate or accommodate oneself to
stand_for	tolerate or bear
bear_up	endure cheerfully
take_lying_down	suffer without protest
take_it_on_the_chin	undergo failure or defeat
take_a_joke	listen to a joke at one's one expense
take	accept or undergo, often unwillingly
test	undergo a test
sit_out	endure to the end
evaluate	form a critical opinion of
stand	have or maintain a position or stand on an issue
misjudge	judge incorrectly
underestimate	make too low an estimate of
sell_short	underestimate the real value or ability of
overcapitalize	overestimate the market value of
overestimate	make too high an estimate of
judge	determine the result of (a competition)
estimate	judge tentatively or form an estimate of  (quantities or time)
quantize	approximate (a signal varying continuously in amplitude) by one whose amplitude is restricted to a prescribed set of discrete values
misgauge	gauge something incorrectly or improperly
place	estimate
give	estimate the duration or outcome of something
lowball	make a deliberately low estimate
approve	judge to be right or commendable
frown_on	look disapprovingly upon
disapprove	consider bad or wrong
rubberstamp	approve automatically
choose	pick out, select, or choose from a number of alternatives
anoint	choose by or as if by divine intervention
field	select (a team or individual player) for a game
sieve	distinguish and separate out
draw	select or take in from a given group or region
dial	choose by means of a dial
plump	give support (to) or make a choice (of) one out of a group or number
pick	select carefully from a group
hand-pick	pick personally and very carefully
elect	choose
excerpt	take out of a literary work in order to cite or copy
cull_out	select desirable parts from a group or list
cream_off	pick the best
sieve_out	separate or remove
assign	select something or someone for a specific purpose
dedicate	set apart to sacred uses with solemn rites, of a church
detail	assign to a specific task
schedule	plan for an activity or event
time	assign a time for an activity or event
book	engage for a performance
calendar	enter into a calendar
slot	assign a time slot
single_out	select from a group
choose	select as an alternative
opt_out	choose not to do something, as out of fear of failing
choose	see fit or proper to act in a certain way
prejudice	influence (somebody's) opinion in advance
bias	cause to be biased
slant	present with a bias
predispose	make susceptible
dispose	make receptive or willing towards an action or attitude or belief
indispose	make unwilling
prejudge	judge beforehand, especially without sufficient evidence
measure	place a value on
assess	estimate the value of  (property) for taxation
standardize	evaluate by comparing with a standard
reappraise	appraise anew
reassess	revise or renew one's assessment
censor	subject to political, religious, or moral censorship
bethink	consider or ponder something carefully
believe	accept as true
buy	accept as true
hold	assert or affirm
credit	have trust in
believe	credit with veracity
believe	follow a credo
misbelieve	hold a false or unorthodox belief
disbelieve	reject as false
include	consider as part of something
count	include as if by counting
subsume	consider (an instance of something) as part of a general rule or principle
rule_out	dismiss from consideration or a contest
reject	refuse to accept or acknowledge
repudiate	refuse to acknowledge, ratify, or recognize as valid
recuse	challenge or except to a judge as being incompetent or interested, in canon and civil law
accept	consider or hold as true
receive	accept as true or valid
approbate	accept (documents) as valid
reprobate	reject (documents) as invalid
doubt	consider unlikely or have doubts about
doubt	lack confidence in or have doubts about
discredit	cause to be distrusted or disbelieved
distrust	regard as untrustworthy
lean	rely on for support
trust	have confidence or faith in
rethink	change one's mind
backpedal	modify one's opinion, make it less strong
about-face	change one's mind and assume the opposite viewpoint
surmise	infer from incomplete evidence
think	judge or regard
think	dispose the mind in a certain way
think_of	look on as or consider
feel	have a feeling or perception about oneself in reaction to someone's behavior or attitude
see	deem to be
consider	regard or treat with consideration, respect, and esteem
call	consider or regard as being
like	feel about or towards
relativize	consider or treat as relative
identify	consider (oneself) as similar to somebody else
favor	consider as the favorite
abstract	consider a concept without thinking of a specific example
reify	consider an abstract concept to be real
hypostatize	construe as a real existence, of a conceptual entity
idealize	consider or render as ideal
romanticize	interpret romantically
deify	consider as a god or godlike
apotheosize	deify or glorify
deem	keep in mind or convey as a conviction or view
respect	regard highly
think_the_world_of	esteem very highly
disrespect	have little or no respect for
undervalue	esteem lightly
assay	analyze (chemical substances)
bioassay	subject to a bio-assay
value	fix or determine the value of
overvalue	assign too high a value to
undervalue	assign too low a value to
float	allow (currencies) to fluctuate
review	look at again
review	look back upon  (a period of time, sequence of events)
review	hold a review (of troops)
review	refresh one's memory
audit	examine carefully for accuracy with the intent of verification
screen	examine methodically
decide	reach, make, or come to a decision about something
make	calculate as being
make	consider as being
will	determine by choice
design	intend or have as a purpose
seal	decide irrevocably
decide	bring to an end
adjust	decide how much is to be paid on an insurance claim
decide	cause to decide
purpose	reach a decision
determine	fix conclusively or authoritatively
filiate	fix the paternity of
format	determine the arrangement of (data) for storage and display (in computer science)
charge	set or ask for a certain price
determine	fix in scope
initialize	assign an initial value to a computer program
determine	shape or influence
miscreate	shape or form or make badly
carry_weight	have influence to a specified degree
decide	influence or determine
reshape	shape anew or differently
time	set the speed, duration, or execution of
index	adjust through indexation
pace	regulate or set the pace of
predetermine	determine beforehand
predestine	foreordain or determine beforehand
jinx	foredoom to failure
predestine	foreordain by divine will or decree
cogitate	consider carefully and deeply
see	deliberate or decide
contemplate	consider as a possibility
premeditate	consider, ponder, or plan (an action) beforehand
brood	think moodily or anxiously about something
study	think intently and at length, as for spiritual purposes
plan	make plans for something
chart	plan in detail
plan	have the will and intention to carry out some action
draw_a_bead_on	have an ambitious plan or a lofty goal
overshoot	aim too high
overrun	run beyond  or past
hope	intend with some possibility of fulfilment
project	present for consideration
offer	put forward for consideration
introduce	put before (a body)
frame	make up plans or basic details for
conspire	engage in plotting or enter into a conspiracy, swear together
coconspire	conspire together
counterplot	make a plot in response to another plot
conspire	act in unison or agreement and in secret towards a deceitful or illegal purpose
scheme	form intrigues (for) in an underhand manner
plot	plan secretly, usually something illegal
scheme	devise a system or form a scheme for
intend	have in mind as a purpose
mean	destine or designate for a certain purpose
aim	propose or intend
will	have in mind
want	wish or demand the presence of
intend	design or destine
design	design something for a specific role or purpose or effect
slate	designate or schedule
mastermind	plan and direct  (a complex undertaking)
choreograph	plan and oversee the development and details of
map	explore or survey for the purpose of making a map
chart	make a chart of
plat	make a plat of
lay_out	provide a detailed plan or design
block_out	plan where and when songs should be inserted into a theatrical production, or plan a theatrical production in general
loft	lay out a full-scale working drawing of the lines of a vessel's hull
engineer	design as an engineer
entertain	take into consideration, have in view
dally	consider not very seriously
calculate	judge to be probable
miscalculate	judge incorrectly
reckon	take account of
count	have faith or confidence in
calculate	specifically design a product, event, or activity for a certain public
associate	make a logical or causal connection
interrelate	place into a mutual relationship
correlate	bring into a mutual, complementary, or reciprocal relation
decouple	regard as unconnected
identify	conceive of as united or associated
free-associate	associate freely
debate	argue with one another
conclude	bring to a close
find	come to believe on the basis of emotion, intuitions, or indefinite grounds
pin_down	define clearly
concretize	make something concrete
rule	decide with authority
overrule	rule against
presuppose	require as a necessary antecedent or precondition
presuppose	take for granted or as a given
postulate	take as a given
insist	assert to be true
premise	take something as preexisting and given
react	show a response or a reaction to something
overreact	show an exaggerated response to something
answer	react to a stimulus or command
accept	be sexually responsive to, used of a female domesticated mammal
stool	react to a decoy, of wildfowl
respond	respond favorably or as hoped
greet	react to in a certain way
explode	show a violent emotional reaction
accept	react favorably to
answer	respond to a signal
expect	regard something as probable or likely
expect	look forward to the probable occurrence of
look_forward	expect or hope for
look_to	turn one's interests or expectations towards
anticipate	realize beforehand
tell	discern or comprehend
believe	be confident about something
ascertain	learn or discover with certainty
discover	make a discovery
rake_up	bring to light
price	ascertain or learn the price of
ferret_out	search and discover through persistent investigation
concentrate	direct one's attention on something
rivet	hold (someone's attention)
recall	cause one's (or someone else's) thoughts or attention to return from a reverie or digression
think	focus one's attention on a certain state
think_of	choose in one's mind
occur	come to one's mind
allow	allow or plan for a certain possibility
budget_for	calculate enough money for
budget	make a budget
allow	give or assign a resource to a particular person or cause
mind	be concerned with or about something or somebody
beware	be on one's guard
amaze	affect with wonder
dazzle	amaze or bewilder, as with brilliant wit or intellect or skill
surprise	cause to be surprised
explode_a_bombshell	utter or do something surprising
catch	discover or come upon accidentally, suddenly, or unexpectedly
catch	become aware of
flabbergast	overcome with amazement
impute	attribute or credit to
impute	attribute (responsibility or fault) to a cause or source
sensualize	ascribe to an origin in sensation
credit	give someone credit for something
reattribute	attribute to another source
anthropomorphize	ascribe human features to something
personify	attribute human qualities to something
accredit	give credit for
blame	attribute responsibility to
register	enter into someone's consciousness
impress	produce or try to produce a vivid impression of
recognize	be fully aware or cognizant of
elicit	derive by reason
penetrate	come to understand
trace	follow, discover, or ascertain the course of development of something
wonder	have a wish or desire to know something
project	regard as objective
internalize	incorporate within oneself
think_of	intend to refer to
demarcate	set, mark, or draw the boundaries of something
demarcate	separate clearly and as if by boundaries
plumb	measure the depth of something
draw	make, formulate, or derive in the mind
capitalize	consider expenditures as capital assets rather than expenses
capitalize	compute the present value of a business or an income
overcapitalize	estimate the capital value of (a company) at an unreasonably or unlawfully high level
find_out	trap
concenter	bring into focus or alignment
refocus	focus anew
give	dedicate
resign	accept as inevitable
observe	observe correctly or closely
discountenance	show disapproval by discouraging
resolve	find the solution
factorize	resolve (a polynomial) into factors
misgive	suggest fear or doubt
align	align oneself with a group or a way of thinking
fall_in_line	agree on (a position)
believe_in	have a firm conviction as to the goodness of something
consider	take into consideration for exemplifying purposes
think_about	have on one's mind, think about actively
abstract	consider apart from a particular case or instance
plant	put firmly in the mind
date	provide with a dateline
dateline	mark with a date and place
date	stamp with a date
arrange	arrange thoughts, ideas, temporal events
synchronize	arrange or represent events so that they co-occur
awaken	make aware
analyze	break down into components or essential features
factor_analyse	to perform a factor analysis of correlational data
hold	hold the attention of
re-create	form anew in the imagination
drink_in	be fascinated or spell-bound by
keep_note	maintain in the forefront of one's awareness
swallow	keep from expressing
grab	capture the attention or imagination of
seize	affect
pay	bear (a cost or penalty), in recompense for some action
take_one's_lumps	suffer the results or consequences of one's behavior or actions
break	find the solution or key to
break	find a flaw in
call	challenge the sincerity or truthfulness of
call	utter in a loud voice or announce
carry	include, as on a list
think	ponder
think	decide by pondering, reasoning, or reflecting
calibrate	measure the caliber of
relegate	assign to a class or kind
assign	decide as to where something belongs in a scheme
truncate	approximate by ignoring all terms beyond a chosen one
acknowledge	accept as legally binding and valid
communicate	transmit thoughts or feelings
fingerspell	communicate by means of specific gestures, as an alternative to sign language
aphorize	speak or write in aphorisms
riddle	speak in riddles
shrug_off	minimize the importance of, brush aside
communicate	transmit information 
send_a_message	give or constitute a signal, not necessarily verbally
relay	pass along
project	communicate vividly
reach	be in or establish communication with
ping	send a message from one computer to another to check whether it is reachable and active
ping	contact, usually in order to remind of something
raise	establish radio communications with
diphthongize	change from a simple vowel to a diphthong
break	undergo breaking
reach_out	attempt to communicate
draw_out	cause to speak, "Can you draw her out--she is always so quiet"
get_across	communicate successfully
twang	pronounce with a nasal twang
vocalize	utter speech sounds
troll	speak or recite rapidly or in a rolling voice
order	make a request for something
reorder	make a new request to be supplied with
place	to arrange for
ordain	issue an order
predestine	decree or determine beforehand
will	decree or ordain
destine	decree or designate beforehand
order	give instructions to or direct somebody to do something with authority
order	issue commands or orders for
force	impose or thrust urgently, importunately, or inexorably
begin	begin to speak or say
intrude	thrust oneself in as if by force
clamp	impose or inflict forcefully
stick	saddle with something disagreeable or disadvantageous
inflict	impose something unpleasant
give	inflict as a punishment
furlough	grant a leave to
give	allow to have or take
foist	to force onto another
direct	command with authority
direct	give directions to
talk_down	direct and control (the flight of an airplane during landing) via radio
point_the_way	indicate the right path or direction
instruct	give instructions or directions for some task
charge	instruct or command with authority
charge	instruct (a jury) about the law, its application, and the weighing of evidence
charge	impose a task upon, assign a responsibility to
overburden	burden with too much work or responsibility
bear_down	exert a force or cause a strain upon
overwhelm	charge someone with too many tasks
mandate	assign authority to
mandate	make mandatory
command	make someone do something
featherbed	hire more workers than are necessary
command	be in command of
general	command as a general
officer	direct or command as an officer
ask	make a request or demand for something to somebody
request	express the need or desire for
request	ask (a person) to do something
solicit	make a solicitation or petition for something desired
call	order, summon, or request for a specific duty or activity, work, role
call	order or request or give a command for
encore	request an encore, from a performer
requisition	make a formal request for official services
page	call out somebody's name over a P.A. system
petition	write a petition for something to somebody
demand	request urgently and forcefully
adjure	command solemnly
appeal	request earnestly (something from somebody)
ask	consider obligatory
claim	take as an undesirable consequence of some event or state of affairs
claim	assert or affirm strongly
profess	state insincerely
contend	maintain or assert
make_out	try to establish
purport	have the often specious appearance of being, intending, or claiming
disclaim	make a disclaimer about
renounce	cast off or disown
apostatize	abandon one's beliefs or allegiances
abnegate	deny or renounce
disclaim	renounce a legal claim or title to
claim	lay claim to
crave	plead or ask for earnestly
supplicate	ask humbly   (for something)
supplicate	ask for humbly or earnestly, as in prayer
supplicate	make a humble, earnest petition
beg	call upon in supplication
plead	appeal or request earnestly
bid	ask for or request earnestly
pray	address God
commune	communicate intimately with
commune	receive Communion, in the Catholic church
plead	enter a plea, as in courts of law
profess	confess one's faith in, or allegiance to
intercede	act between parties with a view to reconciling differences
clear	settle, as of a debt
concert	settle by agreement
negociate	discuss the terms of an arrangement
renegociate	revise the terms of in order to limit or regain excess profits gained by the contractor
renegociate	negociate anew
negociate	confer with another in order to come to terms or reach an agreement
treat	engage in negotiations in order to reach an agreement
horse-trade	negotiate with much give and take
parley	discuss, as between enemies
powwow	hold a powwow, talk, conference or meeting
palaver	have a lengthy discussion, usually between people of different backgrounds
settle	settle conclusively
clinch	settle conclusively
close	complete a business deal, negotiation, or an agreement
settle	end a legal dispute by arriving at a settlement
agree	consent or assent to a condition, or agree to do something
plea-bargain	agree to plead guilty in return for a lesser charge
bargain	come to terms
reconcile	come to terms
propitiate	make peace with
apply	ask (for something)
urge	force or impel in an indicated direction
push	press, drive, or impel (someone) to action or completion of an action
nudge	push into action by pestering or annoying gently
persuade	cause somebody to adopt a certain position, belief, or course of action
bring_round	cause to adopt an opinion or course of action
bring	induce or persuade
badger	persuade through constant efforts
sell	persuade somebody to accept something
chat_up	talk to someone with the aim of persuading him
blaze_away	speak with fire and passion
memorialize	address in a memorial
keynote	give the keynote address to (an audience)
talk_out_of	persuade someone not to do something
talk_into	persuade somebody to do something
rope_in	draw in as if with a rope
wheedle	influence or urge by gentle urging, caressing, or flattering
elocute	declaim in an elocutionary manner
soft-soap	use flattering talk on somebody
soft-soap	persuade someone through flattery
convert	make  (someone) agree, understand, or realize the truth or validity of something
proselytize	convert to another faith or religion
brainwash	persuade completely, often through coercion
dissuade	turn away from by persuasion
induce	cause to do
solicit	incite, move, or persuade to some act of lawlessness or insubordination
encourage	spur on
let	actively cause something to happen
lead	cause to undertake a certain action
give	guide or direct, as by behavior of persuasion
prompt	serve as the inciting cause of
argue	present reasons and arguments
re-argue	argue again
argue	give evidence of
present	bring forward and present to the mind
expostulate	reason with (somebody) for the purpose of dissuasion
argue	have an argument about something
stickle	dispute or argue stubbornly (especially minor points)
spar	fight verbally
quibble	argue over petty things
brawl	to quarrel noisily, angrily or disruptively
clamor	make loud demands
spat	engage in a brief and petty quarrel
polemize	engage in a controversy
quarrel	have a disagreement over something
fall_out	have a breach in relations
oppose	be against
oppose	be resistant to
assure	assure somebody of the truth of something with the intention of giving the listener confidence
charm	induce into action by using one's charm
gibber	chatter inarticulately
hex	cast a spell over someone or something
voodoo	bewitch by or as if by a voodoo
magnetize	attract strongly, as if with a magnet
prevail	use persuasion successfully
importune	beg persistently and urgently
besiege	harass, as with questions or requests
interrupt	make a break in
break	interrupt the flow of current in
put_away	turn away from and put aside, perhaps temporarily
pause	cease an action temporarily
rest	take a short break from one's activities in order to relax
rest	give a rest to
blow	allow to regain its breath
take_five	take a break for five minutes
take_ten	take a ten minute break
chime_in	break into a conversation
burst_in_on	spring suddenly
digress	lose clarity or turn aside especially from the main subject of attention or course of argument in writing, thinking, or speaking
continue	continue talking
go_ahead	proceed (with a plan of action)
segue	proceed without interruption
hook	approach with an offer of sexual favors
hit	pay unsolicited and usually unwanted sexual attention to
solicit	make a solicitation or entreaty for something
quest	seek alms, as for religious purposes
entice	provoke someone to do something through  (often false or exaggerated) promises or persuasion
hook	entice and trap
seduce	lure or entice away from duty, principles, or proper conduct
call	lure by imitating the characteristic call of an animal
drag	persuade to come away from something attractive or interesting
stool	lure with a stool, as of wild fowl
lead_on	entice or induce especially when unwise or mistaken
tweedle	entice through the use of music
tempt	try presumptuously
ask	inquire about
ask	direct or put
pry	be nosey
question	pose a question
interpellate	question formally about policy or government business
spy	secretly collect sensitive or classified information
spy	watch, observe, or inquire secretly
investigate	conduct an inquiry or investigation of
quiz	examine someone's knowledge of something
examine	question closely
cross_examine	question closely, or question a witness that has already been questioned by the opposing side
catechize	examine through questioning and answering
catechize	give religious instructions to
reinforce	strengthen and support with rewards
spoonfeed	teach without challenging the students
pump	question persistently
interrogate	pose a series of questions to
probe	question or examine thoroughly and closely
re-examine	question after cross-examination by opposing counsel
investigate	investigate scientifically
call	get or try to get into communication (with someone) by telephone
cell_phone	call up by using a cellular phone
call_in	make a phone call
dial	operate a dial to select a telephone number
hang_on	hold the phone line open
telecommunicate	communicate over long distances, as via the telephone or e-mail
telex	communicate by telex
summon	call in an official matter, such as to attend court
beep	call, summon, or alert with a beeper
recall	summon to return
call_back	return or repeat a telephone call
call_in	summon to a particular activity or employment
vouch	summon (a vouchee) into court to warrant or defend a title
vouch_in	summon into court to defend a lawsuit against another and to be made liable to pay any judgment secured for the plaintiff
buzz	call with a buzzer
call	order, request, or command to come
lift	call to stop the hunt or to retire, as of hunting dogs
convoke	call together
muster	call to duty, military service, jury duty, etc.
subpoena	serve or summon with a subpoena
invite	ask someone in a friendly way to do something
tempt	dispose or incline or entice to
provoke	provide the needed stimulus for
rejuvenate	cause (a stream or river) to erode, as by an uplift of the land
jog	stimulate to remember
call_on	have recourse to or make an appeal or request for help or information to
book_up	book all available places or tickets
schedule	make a schedule
program	arrange a program of or for
reschedule	assign a new time and place for an event
reserve	obtain or arrange (for oneself) in advance
forbid	command against
ban	prohibit especially by legal means or social pressure
bar	prevent from entering
enjoin	issue an injunction
reject	reject with contempt
puff	speak in a blustering or scornful manner
refuse	show unwillingness towards
accept	give an affirmative reply to
settle	accept despite complete satisfaction
contract_in	consent in writing to pay money to a trade union for political use
contract_out	refuse to pay a levy to a union for political use
rebuff	reject outright and bluntly
abjure	formally reject or disavow a formerly held belief, usually under pressure
swallow	take back what one has said
misstate	state something incorrectly
retreat	make a retreat from an earlier commitment or activity
revoke	annul by recalling or rescinding
renege	fail to fulfill a promise or obligation
cancel	make invalid for use
bracket	place into brackets
cross_off	remove from a list
dismiss	bar from attention or consideration
recount	count again
pass_off	disregard
dismiss	cease to consider
scoff	treat with contemptuous disregard
turn_a_blind_eye	refuse to acknowledge
laugh_off	deal with a problem by laughing or pretending to be amused by it
permit	consent to, give permission
allow	allow the presence of or allow  (an activity) without opposing or prohibiting
authorize	grant authorization or clearance for
approbate	approve or sanction officially
certificate	authorize by certificate
assent	to agree or express agreement
yield	consent reluctantly
dissent	withhold assent
disagree	be of different opinions
clash	disagree violently
agree	be in accord
see_eye_to_eye	be in agreement
concede	be willing to concede
subscribe	adopt as a belief
approve	give sanction to
sanction	give religious sanction to, such as through on oath
visa	approve officially
disapprove	deem wrong or inappropriate
object	express or raise an objection or protest or criticism or express dissent
demur	take exception to
challenge	raise a formal objection in a court of law
challenge	ask for identification
counterchallenge	challenge in turn
cavil	raise trivial objections
interview	conduct an interview in television, newspaper, and radio reporting
check_out	try to learn someone's opinions and intentions
interview	discuss formally with (somebody) for the purpose of an evaluation
interview	go for an interview in the hope of being hired
hedge	avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)
quibble	evade the truth of a point or question by raising irrelevant objections
miss	fail to experience
get_off	escape potentially unpleasant consequences
evade	use cunning or deceit to escape or avoid
bypass	avoid something unpleasant or laborious
avoid	stay clear from
keep_off	refrain from entering or walking onto
shirk	avoid dealing with
shy_away_from	avoid having to deal with some unpleasant task
shun	avoid and stay away from deliberately
confront	deal with (something unpleasant) head on
debate	discuss the pros and cons of an issue
vex	subject to prolonged examination, discussion, or deliberation
consider	think about carefully
wrestle	engage in deep thought, consideration, or debate
bandy	discuss lightly
moderate	preside over
hash_out	speak with others about (something)
blaspheme	speak of in an irreverent or impious manner
hold_forth	talk at length and formally about a topic
refute	overthrow by argument, evidence, or proof
answer	give a defence or refutation of (a charge) or in (an argument)
counter	speak in response
field	answer adequately or successfully
answer	reply or respond to
sass	answer back in an impudent or insolent manner
retort	answer back
deny	declare untrue
repudiate	reject as untrue, unfounded, or unjust
deny	refuse to accept or believe
deny	refuse to recognize or acknowledge
admit	declare to be true or admit the existence or reality or truth of
make_no_bones_about	acknowledge freely and openly
own_up	admit or acknowledge a wrongdoing or error
superannuate	declare to be obsolete
bastardize	declare a child to be illegitimate
sustain	admit as valid
concede	admit, make a clean breast of
confess	confess to God in the presence of a priest, as in the Catholic faith
insist	be emphatic or resolute and refuse to budge
stand_pat	refuse to abandon one's opinion or belief
hunker_down	hold stubbornly to a position
confess	confess to a punishable or reprehensible deed, usually under pressure
profess	practice as a profession, teach, or claim to be knowledgeable about
avow	admit openly and bluntly
disavow	refuse to acknowledge
attest	authenticate, affirm to be true, genuine, or correct, as in an official capacity
attest	establish or verify the usage of
declare	state firmly
attest	provide evidence for
reflect	give evidence of the quality of
reflect	give evidence of a certain behavior
mirror	reflect or resemble
notarize	authenticate as a notary
certify	declare legally insane
declare	declare to be
call	declare in the capacity of an umpire or referee
beatify	declare (a dead person) to be blessed
canonize	declare (a dead person) to be a saint
contradict	deny the truth of
reprimand	rebuke formally
savage	criticize harshly or violently
admonish	take to task
chastise	censure severely
flame	criticize harshly, on the e-mail
call_on_the_carpet	censure severely or angrily
represent	point out or draw attention to in protest or remonstrance
tell_off	reprimand
lip_off	speak spontaneously and without restraint
reproach	express criticism towards
reprehend	express strong disapproval of
deplore	express strong disapproval of
knock	find fault with
animadvert	express blame or censure or make a harshly critical remark
belabor	attack verbally with harsh criticism
come_down	criticize or reprimand harshly
troll	praise or celebrate in song
preach	speak, plead, or argue in favour of
preach	deliver a sermon
evangelize	preach the gospel (to)
sermonize	speak as if delivering a sermon
pontificate	talk in a dogmatic and pompous manner
orate	talk pompously
bloviate	orate verbosely and windily
teach	impart skills or knowledge to
induct	introduce or initiate
mentor	serve as a teacher or trusted counselor
tutor	be a tutor to someone
unteach	cause to disbelieve
unteach	cause to unlearn
ground	instruct someone in the fundamentals of a subject
lecture	deliver a lecture or talk
instruct	make aware of
brief	give essential information to someone
debrief	put someone through a debriefing and make him report
inform	impart knowledge of some fact, state or affairs, or event to
inoculate	introduce an idea or attitude into the mind of
acquaint	inform
warn	notify, usually in advance
warn	ask to go away
inform	act as an informer
fill_in	supply with information on a specific topic
update	bring up to date
coach	teach and supervise (someone)
misinform	give false or misleading information to
lie	tell an untruth
romance	tell romantic or exaggerated lies
perjure	knowingly tell an untruth in a legal court and render oneself guilty of perjury
suborn	induce to commit perjury or give false testimony
suborn	procure (false testimony or perjury)
fib	tell a relatively insignificant lie
beat_around_the_bush	be deliberately ambiguous or unclear in order to mislead or withhold information
falsify	make false by mutilation or addition
typify	express indirectly by an image, form, or model
misrepresent	represent falsely
tinge	affect as in thought or feeling
color	gloss or excuse
pose	pretend to be someone you are not
masquerade	pretend to be someone or something that you are not
bluff	frighten someone by pretending to be stronger than one really is
feign	make believe with the intent to deceive
make	represent fictitiously, as in a play, or pretend to be or act like
go_through_the_motions	pretend to do something by acting as if one was really doing it
play_possum	to pretend to be dead
take_a_dive	pretend to be knocked out, as of a boxer
bamboozle	conceal one's true motives from especially by elaborately feigning good intentions so as to gain an end
bullshit	talk through one's hat
overstate	to enlarge beyond bounds or the truth
soft-pedal	play down or obscure
trivialize	make trivial or insignificant
overemphasize	place special or excessive emphasis on
re-emphasise	emphasize anew
bear_down	pay special attention to
understate	represent as less significant or important
sandbag	downplay one's ability (towards others) in a game in order to deceive, as in gambling
denounce	speak out against
fulminate	criticize severely
denounce	give away information about somebody
denounce	announce the termination of, as of treaties
blame	put or pin the blame on
blame	harass with constant criticism
accuse	bring an accusation against
