associative	characterized by or causing or resulting from the process of bringing ideas or events together in memory or imagination 
associable	capable of being associated
nonassociative	not associative
attached	associated in an exclusive sexual relationship
affianced	pledged to be married
intended	future
involved	emotionally involved
unattached	not associated in an exclusive sexual relationship
unengaged	not promised in marriage
affixed	firmly attached
appendant	affixed as an appendage
basifixed	attached by its base (as certain anthers to their filaments or stalks)
glued	affixed or as if affixed with glue or paste
mounted	assembled for use
unaffixed	not affixed
sessile	attached directly by the base
pedunculate	having or growing on or from a peduncle or stalk
sessile	permanently attached to a substrate
vagile	having freedom to move about
free-swimming	(of animals) able to swim about
attached	used of buildings joined by common sidewalls
detached	used of buildings
freestanding	standing apart
semidetached	attached on one side only
stuck	caught or fixed
cragfast	stranded on or as if on a crag
unstuck	free
attachable	capable of being fastened or added to something else
bindable	capable of being fastened or secured with a rope or bond
clip-on	attachable by a clip
tie-on	fastened by tying on
detachable	designed to be unfastened or disconnected without damage
clastic	capable of being taken apart
wary	marked by keen caution and watchful prudence
on_guard	vigilant
shy	wary and distrustful
unwary	not alert to danger or deception
gullible	easily tricked because of being too trusting
unguarded	displaying or feeling no wariness
attentive	(often followed by `to') giving care or attention
captive	giving or marked by complete attention to
advertent	giving attention
observant	paying close attention especially to details
oversolicitous	excessively solicitous
solicitous	showing hovering attentiveness
inattentive	showing a lack of attention or care
absent	lost in thought
distracted	having the attention diverted especially because of anxiety
dreamy	dreamy in mood or nature
drowsy	showing lack of attention or boredom
forgetful	failing to keep in mind
attractive	pleasing to the eye or mind especially through beauty or charm
bewitching	capturing interest as if by a spell
charismatic	possessing an extraordinary ability to attract
cunning	attractive especially by means of smallness or prettiness or quaintness
dinky	(British informal) pretty and neat
engaging	attracting or delighting
fetching	very attractive
hypnotic	attracting and holding interest as if by a spell
irresistible	overpoweringly attractive
personable	(of persons) pleasant in appearance and personality
photogenic	looking attractive in photographs
prepossessing	creating a favorable impression
winsome	charming in a childlike or naive way
unattractive	lacking beauty or charm
homely	lacking in physical beauty or proportion
subfusc	devoid of brightness or appeal
unprepossessing	creating an unfavorable or neutral first impression
attractive(a)	having the properties of a magnet
repulsive(a)	possessing the ability to repel
appealing	able to attract interest or draw favorable attention
attention-getting	likely to attract attention
attractive	having power to arouse interest
unappealing	not able to attract favorable attention
off-putting	tending to repel
unattractive	lacking power to arouse interest
attributable	capable of being attributed
ascribable(p)	(usually followed by `to') able to be assigned or credited to
credited(p)	(usually followed by `to') given credit for
traceable	(usually followed by `to') able to be traced to
unattributable	not attributable
attributive	of adjectives
attributive_genitive	a word in the genitive case used as an attributive adjective
predicative	of adjectives
pregnant	carrying developing offspring within the body or being about to produce new life
big(p)	in an advanced stage of pregnancy
nonpregnant	not pregnant
audible	heard or perceptible by the ear
clunky	making a clunking sound
sonic	relating to audible sound
sounding	making or having a sound as specified
inaudible	impossible to hear
breathed	uttered without voice
infrasonic	having frequencies below those of audible sound
silent	having a frequency below or above the range of human audibility
silent	not made to sound
supersonic	having frequencies above those of audible sound
unheard	not necessarily inaudible but not heard
sonic	(of speed) having or caused by speed approximately equal to that of sound in air at sea level
subsonic	(of speed) less than that of sound in a designated medium
supersonic	(of speed) greater than the speed of sound in a given medium (especially air)
auspicious	auguring favorable circumstances and good luck
bright	full or promise
fortunate	presaging good fortune
inauspicious	not auspicious
unpromising	 unlikely to bring about favorable results or enjoyment
propitious	presenting favorable circumstances
golden	favoring or bringing good luck
gracious	disposed to bestow favors
unpropitious	not propitious
ill	presaging ill fortune
thunderous	extremely ominous
authorized	endowed with authority
accredited	given official approval to act
approved	established by authority
canonized	accorded sacrosanct or authoritative standing
empowered	invested with legal power or official authority especially as symbolized by having a scepter
unauthorized	not endowed with authority
self-appointed	designated or chosen by yourself
unaccredited	lacking official approval
constitutional	sanctioned by or consistent with or operating under a constitution
unconstitutional	not consistent with or according to a constitution
autochthonous	of rocks, deposits, etc.
allochthonous	of rocks, deposits, etc.
autoecious	of parasites especially rust fungi
heteroecious	of parasites
autogenous	originating within the body
self-generated	originating from the self
self-induced	brought about by yourself
heterogenous	originating outside the body
automatic	operating with minimal human intervention
autoloading(a)	(of firearms) capable of automatic loading and firing continuously
automated	operated by automation
self-acting	designed to activate or move or regulate itself
self-locking	locking automatically when closed
self-winding	designed so that manual winding is unnecessary
semiautomatic	partially automatic
smart	capable of independent and apparently intelligent action
manual	requiring human effort
hand-operated	operated by hand
available	obtainable or accessible and ready for use or service
accessible	easily obtained
acquirable	capable of being acquired
addressable	capable of being addressed
easy	less in demand and therefore readily obtainable
forthcoming	available when required or as promised
gettable	capable of being obtained
in_stock(p)	available for use or sale
lendable	available for lending
visible(a)	present and easily available
on_hand(p)	readily available
on_tap(p)	available for immediate use
on_tap(p)	(of liquids) available by turning a tap
open	not having been filled
purchasable	available for purchase
ready(a)	(of especially money) immediately available
unavailable	not available or accessible or at hand
inaccessible	not capable of being obtained
out_of_stock(p)	not available for sale or use
awake(p)	not in a state of sleep
astir(p)	out of bed
awakened	(somewhat formal) having been waked up
insomniac	experiencing or accompanied by sleeplessness
unsleeping	fully awake
waking	marked by full consciousness or alertness
asleep(p)	in a state of sleep
at_rest(a)	in a state of repose or especially sleep
dormant	in a condition of biological rest or suspended animation
drowsy	half asleep
fast_asleep(p)	sleeping deeply
hypnoid	of or relating to a state of sleep or hypnosis
sleepy	ready to fall asleep
slumberous	inclined to or marked by drowsiness
unawakened	still asleep
astringent	tending to draw together or constrict soft organic tissue
styptic	tending to check bleeding by contracting the tissues or blood vessels
nonastringent	not astringent
aware(p)	(sometimes followed by `of') having or showing knowledge or understanding or realization or perception
alert	(usually followed by `to') showing acute awareness
conscious(p)	(followed by `of') showing realization or recognition of something
sensible	aware intuitively or intellectually of something sensed
unaware	(often followed by `of') not aware
oblivious(p)	(followed by `to' or `of') lacking conscious awareness of
unconscious(p)	(followed by `of') not knowing or perceiving
unsuspecting	(often followed by `of') not knowing or expecting
witting	aware or knowing
unwitting	not aware or knowing
alarming	causing alarm or fear
appalling	causing consternation
atrocious	provoking horror
awful	causing fear or dread or terror
baleful	threatening or foreshadowing evil or tragic developments
bloodcurdling	extremely alarming
chilling	so scary as to cause chills and shudders
creepy	causing a sensation as of things crawling on your skin
formidable	inspiring fear
ghastly	shockingly repellent
hairy	hazardous and frightening
petrifying	paralyzing with terror
stupefying	shocking with surprise and consternation
terrific	causing extreme terror
unalarming	not alarming
calming	causing to become tranquil
anemophilous	of flowering plants (especially grasses etc) that are pollinated by the wind
entomophilous	of flowering plants (especially orchids etc) that are pollinated by insects
reassuring	restoring confidence and relieving anxiety
assuasive	freeing from fear and anxiety
assuring	giving confidence
comforting	affording comfort or solace
unreassuring	not reassuring
back(a)	related to or located at the back
backmost	located farthest to the rear
rear(a)	located in or toward the back or rear
front(a)	relating to or located in the front
advance(a)	situated ahead or going before
foremost	preceding all others in spatial position
frontal	meeting front to front
leading	going or proceeding or going in advance
directing	showing the way by conducting or leading
guiding	exerting control or influence
following	going or proceeding or coming after in the same direction
pursuing	following in order to overtake or capture or as accompaniment to such pursuit
shadowing	following surreptitiously
backed	having a back or backing, usually of a specified type
hardbacked	having a hard back or cover
high-backed	having a high back
low-backed	having a low back
razorback	having a sharp narrow back
spiny-backed	having the back covered with spines
stiff-backed	having a stiff back
straight-backed	having a straight back
backless	lacking a back
low-cut	having a low-cut back
backward	directed or facing toward the back or rear
backswept	used of hair
cacuminal	pronounced with the tip of the tongue turned back toward the hard palate
converse	turned about in order or relation
inverse	reversed (turned backward) in order or nature or effect
rearward	directed or moving toward the rear
receding(a)	(of a hairline e.g.) moving slowly back
reflexive	referring back to itself
regardant(ip)	looking backward
retracted	drawn back and in
retral	moving or directed or tending in a backward direction or contrary to a previous direction
retroflex	bent or curved backward
returning(a)	tending to be turned back
forward	at or near or directed toward the front
guardant(ip)	looking forward
headfirst	with the head foremost
forward	of the transmission gear causing forward movement in a motor vehicle
first	being the gear producing the lowest drive speed
second	having the second highest gear ratio
reverse	of the transmission gear causing backward movement in a motor vehicle
backward	(used of temperament or behavior) marked by a retiring nature
bashful	disposed to avoid notice
forward	used of temperament or behavior
brash	offensively bold
bumptious	offensively self-assertive
overfamiliar	taking undue liberties
fresh	improperly forward or bold
assumptive	excessively forward
balconied	having balconies or a balcony
unbalconied	not having balconies
barreled	put in or stored in a barrel
unbarreled	not in a barrel
beaked	having or resembling a beak
beaklike	resembling the beak of a bird
billed	having a beak or bill as specified
duckbill	having a beak resembling that of a duck
rostrate	having a beak or beaklike snout or proboscis
short-beaked	having a short beak
stout-billed	having a strong beak
straight-billed	having a straight beak
thick-billed	having a thick beak
beakless	not having a beak or bill
bedded	having a bed or beds as specified
double-bedded	having a double bed
single-bedded	having single beds
twin-bedded	having twin beds
bedless	without a bed
beneficed	having a benefice
unbeneficed	not having a benefice
stratified	deposited or arranged in horizontal layers
foliate	(especially of metamorphic rock) having thin leaflike layers or strata
laminar	arranged in or consisting of laminae
layered	with one layer on top of another
sheetlike	resembling a sheet
unstratified	not deposited in layers
ferned	abounding in or covered with ferns
braky	abounding with bracken
fernlike	resembling ferns especially in leaf shape
fernless	devoid of ferns
grassy	abounding in grass
grass-covered	covered with grass
grasslike	resembling grass
rushlike	resembling rush or sedge
sedgy	covered with sedges (grasslike marsh plants)
grassless	lacking grass
gusseted	provided or reinforced with gussets
ungusseted	not having gussets
hairless	having no hair or fur
bald	lacking hair on all or most of the scalp
balding	getting bald
beardless	lacking hair on the face
depilatory	able to remove hair or render hairless
depilous	completely hairless
glabrescent	lacking hair or a similar growth or tending to become hairless
glabrous	having no hair or similar growth
naked-muzzled	having a muzzle that is hairless
naked-tailed	having a tail that is hairless
nonhairy	without hair
tonsured	having a bald spot either shaved or natural
hairy	having or covered with hair
canescent	covered with fine whitish hairs or down
coarse-haired	having coarse hair or fur
comate	of certain seeds (such as cotton) having a tuft or tufts of hair
curly-haired	covered with curly hair
dark-haired	covered with dark hair
downy	covered with fine soft hairs or down
floccose	(of plants) having tufts of soft woolly hairs
furlike	resembling fur
furred	covered with a dense coat of fine silky hairs
fuzzed	covering with fine light hairs
glossy-haired	having glossy hair
hispid	(of animals or plants) having stiff coarse hairs or bristles
lanate	covered with dense cottony hairs or hairlike filaments
long-haired	with long hair
pappose	(of plants such as dandelions and thistles) having pappi or tufts of featherlike hairs or delicate bristles
pilous	covered with hairs especially fine soft ones
rough-haired	having hairy that feels rough
shock-headed	having a shock (or untidy mass) of hair
short-haired	with short hair
silky-haired	having hair that resembles silk
silver-haired	having hair the color of silver
smooth-haired	having hair that feels smooth
snake-haired	(of monsters) having snakes for hair
soft-haired	having soft hair
stiff-haired	having stiff hair
thick-haired	having thick hair
tomentose	densely covered with short matted woolly hairs
velvety-furred	having hair that feels like velvet
wire-haired	(especially of dogs) having stiff wiry hair
wiry	of hair that resembles wire in stiffness
wooly	covered with dense often matted or curly hairs
awned	having awns i.e. bristlelike or hairlike appendages on the flowering parts of some cereals and grasses
bearded	having a growth of hairlike awns
awnless	lacking or having only very short awns
bearing(a)	(of a structural member) withstanding a weight or strain
load-bearing(a)	capable of bearing a structural load
nonbearing	(of a structural member) supporting no vertical weight other than its own
dividing(a)	serving simply to separate or partition
beautiful	delighting the senses or exciting intellectual or emotional admiration
beauteous	(poetic )beautiful, especially to the sight
bonny	very pleasing to the eye
dishy	(informal British) good-looking
exquisite	of extreme beauty
fine-looking	pleasing in appearance especially by reason of conformity to ideals of form and proportion
glorious	having great beauty and splendor
gorgeous	dazzlingly beautiful
lovely	appealing to the emotions as well as the eye
picturesque	suggesting or suitable for a picture
pretty	pleasing by delicacy or grace
pretty-pretty	ostentatiously or inappropriately pretty
pulchritudinous	used of persons only
ravishing	stunningly beautiful
scenic	used of locations
stunning	strikingly beautiful or attractive
ugly	displeasing to the senses
disfigured	having the appearance spoiled
evil-looking	having an evil appearance
fugly	(slang) extremely ugly
grotesque	distorted and unnatural in shape or size
hideous	so extremely ugly as to be terrifying
ill-favored	usually used of a face
scrofulous	having a diseased appearance resembling scrofula
unlovely	without beauty or charm
unsightly	unpleasant to look at
bellied	having a belly
big-bellied	having a prominent belly
bellyless	lacking a prominent belly
banded	identified with a band especially around a leg
unbanded	not identified with a band
belted	having or provided with a belt
banded	characterized by a band of especially white around the body
belt-fed	using belted ammunition
beltlike	resembling a belt around something
unbelted	lacking a belt
beneficent	doing or producing good
benefic	exerting a favorable or beneficent influence
maleficent	harmful or evil in intent or effect
baleful	deadly or sinister
malefic	having or exerting a malignant influence
malicious	having the nature of or resulting from malice
despiteful	showing malicious ill will and a desire to hurt
leering	showing sly or knowing malice in a glance
malevolent	wishing or appearing to wish evil to others
beady-eyed	having eyes that gleam with malice
bitchy	marked by or arising from malice
poisonous	marked by deep ill will
venomed	full of malice or hate
vixenish	shrewish and malicious
unmalicious	not malicious or spiteful
benign	pleasant and beneficial in nature or influence
harmless	not threatening to life or health
kindly	pleasant and agreeable
malign	evil or harmful in nature or influence
cancerous	like a cancer
evil	tending to cause great harm
best	(superlative of `good') having the most positive qualities
champion	holding first place in a contest
high-grade	surpassing in quality
first	ranking above all others
go-to-meeting(a)	used of clothing
optimum	most desirable possible under a restriction expressed or implied
primo	the best of its kind
record-breaking	surpassing any previously established record
second-best	next to the best
superfine	(used especially of merchandise) very fine in quality
unexcelled	not capable of being improved on
unsurpassable	not to be exceeded
worst	(superlative of `bad') most wanting in quality or value or condition
bottom	the lowest rank
last	lowest in rank or importance
pessimal	of an organism's environment
better	(comparative of `good') superior to another (of the same class or set or kind) in excellence or quality or desirability or suitability
amended	modified for the better
finer	(comparative of `fine') greater in quality or excellence
improved	become or made better in quality
worse	(comparative of `bad') inferior to another in quality or condition or desirability
worsened	made or become worse
better	(comparative of `good') changed for the better in health or fitness
fitter	improved in health or physical condition
worse	changed for the worse in health or fitness
bettering	changing for the better
ameliorating(a)	tending to ameliorate
amendatory	effecting amendment
corrective	tending or intended to correct or counteract or restore to a normal condition
remedial	tending or intended to rectify or improve
worsening	changing for the worse
bicameral	composed of two legislative bodies
unicameral	composed of one legislative body
bidirectional	reactive or functioning or allowing movement in two usually opposite directions
biface	having two faces or fronts
duplex	allowing communication in opposite directions simultaneously
two-way	operating or permitting operation in either of two opposite directions
unidirectional	operating or moving or allowing movement in one direction only
one-way	moving or permitting movement in one direction only
simplex	allowing communication in only one direction at a time, or in telegraphy allowing only one message over a line at a time
unifacial	having but one principal or specialized surface
faced	having a face or facing especially of a specified kind or number
baby-faced	having a youthful-looking face
bald-faced	(of animals) having white markings on the face
featured	having facial features as specified
Janus-faced	having two faces--one looking to the future and one to the past
long-faced	having a face longer than the usual
moon-faced	having a round face
pale-faced	having a pale face
pug-faced	having the flat wrinkled face of a pug dog
sad-faced	having a face with a sad expression
sweet-faced	having a pleasing face or one showing a sweet disposition
visaged	having a face or visage as specified
faceless	without a face or identity
anonymous	not known or lacking marked individuality
bibbed	having a bib
bibless	lacking a bib
unilateral	involving only one part or side
one-party	determined by a single party
multilateral	having many parts or sides
bilateral	having two sides or parts
deep-lobed	having deep bilateral lobes
two-lobed	having two lobes
bipartite	involving two parts or elements
joint	involving both houses of a legislature
multipartite	involving more than two parties
quadrilateral	having four sides
five-sided	having five sides
six-sided	having six sides
seven-sided	having seven sides
eight-sided	having eight sides
nine-sided	having nine sides
ten-sided	having ten sides
eleven-sided	having eleven sides
twelve-sided	having twelve sides
quadripartite	involving four parties
tetramerous	having or consisting of four similar parts
three-cornered	involving a group or set of three
three-lobed	having three lobes
four-lobed	having four lobes
five-lobed	having five lobes
many-lobed	having many lobes
palmately-lobed	having lobes radiating from a central point
trilateral	having three sides
triangular	involving three parties or elements
bimodal	of a distribution
unimodal	having a single mode
binaural	relating to or having or hearing with two ears
two-eared	having two ears
stereophonic	designating sound transmission from two sources through two channels
monaural	relating to or having or hearing with only one ear
one-eared	having a single ear
mono	designating sound transmission or recording or reproduction over a single channel
binucleate	having two nuclei
mononuclear	having only one nucleus
trinucleate	having three nuclei
bipedal	having two feet
quadrupedal	having four feet
black	of or belonging to a racial group having dark skin especially of sub-Saharan African origin
African-American	pertaining to or characteristic of Americans of African ancestry
colored	having skin rich in melanin pigments
negro	relating to or characteristic of or being a member of the traditional racial division of mankind having brown to black pigmentation and tightly curled hair
negroid	characteristic of people traditionally classified as the Negro race
white	of or belonging to a racial group having light skin coloration
Caucasian	of or relating to Caucasian people
light-skinned	having little skin pigmentation
blond	being or having light colored skin and hair and usually blue or grey eyes
ash-blonde	of hair color
fair	(used of hair or skin) pale or light-colored
flaxen	of hair color
nordic	resembling peoples of Scandinavia
redheaded	having red hair and usually fair skin
brunet	marked by dark or relatively dark pigmentation of hair or skin or eyes
adust	burned brown by the sun
bronzed	(of skin) having a tan color from exposure to the sun
brown	(of skin) deeply suntanned
dark	brunet (used of hair or skin or eyes)
dark-haired	having hair of a dark color
dark-skinned	naturally having skin of a dark color
grizzled	having dark hairs mixed with grey or white
nutbrown	of the color of nuts
blemished	marred by imperfections
acned	(of complexion) blemished by imperfections of the skin
blebbed	(of glass or quartzite) marred by small bubbles or small particles of foreign material
blotchy	marred by discolored spots or blotches
besmirched	especially of reputation
marred	blemished by injury or rough wear
pocked	marked by or as if by smallpox or acne or other eruptive skin disease
unblemished	free from physical or moral spots or stains
clean	(of a record) having no marks of discredit or offense
clear	of complexion
stainless	of reputation
bloody	having or covered with or accompanied by blood
blood-filled	containing blood
bloodied	having been caused to bleed
bloodstained	covered with blood
bloodsucking	drawing blood from the body of another
bloodthirsty	marked by eagerness to resort to violence and bloodshed
crimson	characterized by violence or bloodshed
homicidal	characteristic of or capable of or having a tendency toward killing another human being 
gory	accompanied by bloodshed
internecine	characterized by bloodshed and carnage for both sides
red	red with or characterized by blood
bloodless	free from blood or bloodshed
nonviolent	achieved without bloodshed
unbloodied	not caused to bleed
bold	fearless and daring
audacious	invulnerable to fear or intimidation
daredevil	presumptuously daring
emboldened	made bold or courageous
foolhardy	marked by defiant disregard for danger or consequences
heroic	having or displaying qualities appropriate for heroes
nervy	showing or requiring courage and contempt of danger
overreaching	revealing excessive self-confidence
overvaliant	having or showing undue valor or boldness
timid	showing fear and lack of confidence
bashful	self-consciously timid
coy	modestly or warily rejecting approaches or overtures
fearful	timid by nature or revealing timidity
intimidated	made timid or fearful as by threats
mousy	quiet and timid and ineffectual
shy	easily startled or frightened
bound	confined by bonds
chained	bound with chains
fettered	bound by chains fastened around the ankles
furled	rolled up and secured
pinioned	bound fast especially having the arms restrained
tethered	confined or restricted with or as if with a rope or chain
trussed	bound or secured closely
wired	tied or bound with wire
unbound	not restrained or tied down by bonds
unchained	not bound by shackles and chains
untethered	not confined or restricted with a tether
laced	closed with a lace
unlaced	with laces not tied
tied	fastened with strings or cords
knotted	tied with a knot
untied	not tied
tangled	in a confused mass
afoul(ip)	especially of a ship's lines etc
enmeshed	caught as if in a mesh
entangled	twisted together in a tangled mass
intertwined	twined or twisted together
knotted	tangled in knots or snarls
matted	tangled in a dense mass
rootbound	having the roots matted or densely tangled
thrown	twisted together
untangled	not tangled
disentangled	straightened out
bound	secured with a cover or binding
brassbound	having trim or fittings of brass
cased	enclosed in a case
half-bound	(of books) having the back bound in one material and the sides in another
paperback	(of books) having a flexible binding
well-bound	(of books) having a sturdy and attractive binding
unbound	not secured within a cover
loose	not bound or fastened or gathered together
looseleaf	being or having leaves that can be easily removed or rearranged
bordered	having a border especially of a specified kind
boxed	enclosed in or set off by a border or box
deckled	having a rough edge
edged	having a specified kind of border or edge
fringed	surrounded as with a border or fringe
lined	bordered by a line of things
sawtoothed-edged	(of leaves) having an edged resembling a sawtooth
seagirt	surrounded or enclosed by the sea
spiny-edged	having a spiny border
white-edged	having a white border
unbordered	having no border
lotic	of or relating to or living in actively moving water
lentic	of or relating to or living in still waters (as lakes or ponds)
lower-class	occupying the lowest socioeconomic position in a society
non-U	not characteristic of the upper classes especially in language use
proletarian	belonging to or characteristic of the proletariat
propertyless	of those who work for wages especially manual or industrial laborers
upper-lower-class	occupying the upper part of the lower class
middle-class	occupying a socioeconomic position intermediate between those of the lower classes and the wealthy
bourgeois	belonging to the middle class
bourgeois	conforming to the standards and conventions of the middle class
lower-middle-class	occupying the lower part of the middle socioeconomic range in a society
upper-middle-class	occupying the upper part of the middle socioeconomic range in a society
upper-class	occupying the highest socioeconomic position in a society
quality	of high social status
propertied	owning land or securities as a principal source of revenue
u	(chiefly British) of or appropriate to the upper classes especially in language use
tweedy	(of country gentry) informal, clannish and outdoorsy
wellborn	of good or upper-class lineage
brachycephalic	having a short broad head with a cephalic index of over 80
broad-headed	having a brachycephalic head
bullet-headed	having a small round head
dolichocephalic	having a relatively long head with a cephalic index of under 75
long-headed	having a dolichocephalic head
brave	possessing or displaying courage
desperate	showing extreme courage
gallant	unflinching in battle or action
game	willing to face danger
lionhearted	extraordinarily courageous
stalwart	used especially of persons
undaunted	resolutely courageous
valiant	having or showing valor
cowardly	lacking courage
caitiff	despicably mean and cowardly
chicken	easily frightened
craven	lacking even the rudiments of courage
dastard(a)	treacherously cowardly
faint	lacking conviction or boldness or courage
funky	in a state of cowardly fright
poltroon	characterized by complete cowardliness
pusillanimous	lacking in courage and manly strength and resolution
gutsy	marked by courage and determination in the face of difficulties or danger
gutless	lacking courage or vitality
breast-fed	(of an infant) fed milk from the mother's breast
nursed	(of an infant) breast-fed
bottle-fed	(of an infant) given milk from a bottle
breathing	passing or able to pass air in and out of the lungs normally
sweet-breathed	having breath or breath as specified
snoring	breathing during sleep with harsh noises caused by vibration of the uvula or soft palate
snorting	breathing noisily and forcefully through the nostrils
breathless	not breathing or able to breathe except with difficulty
asphyxiating	tending to deprive of oxygen
smothering	causing difficulty in breathing especially through lack of fresh air and presence of heat
blown	breathing laboriously or convulsively
crystalline	consisting of or containing or of the nature of crystals
crystallized	having both internal structure and external form of a crystal
microcrystalline	containing crystals that are visible only under a microscope
polycrystalline	composed of aggregates of crystals
noncrystalline	not crystalline
amorphous	without real or apparent crystalline form
landed	owning or consisting of land or real estate
landless	owning no land
light	characterized by or emitting light
ablaze(p)	lighted with red light as if with flames
autofluorescent	emitting light via self-induced fluorescence
bioluminescent	(of living organisms) emitting light
bright	having lots of light either natural or artificial
candescent	glowing from great heat
floodlit	illuminated by means of floodlights
fluorescent	emitting light during exposure to radiation from an external source
illuminated	provided with artificial light
illuminating	providing light
incandescent	emitting light as a result of being heated
lamplit	lighted by a lamp
lighting-up(a)	turning lights on
livid	(of a light) imparting a deathlike luminosity
luminescent	emitting light not caused by heat
phosphorescent	emitting light without appreciable heat as by slow oxidation of phosphorous
sunlit	lighted by sunlight
white	of summer nights in northern latitudes where the sun barely sets
dark	devoid of or deficient in light or brightness
Acheronian	dark and dismal as of the rivers Acheron and Styx in Hades
aphotic	lacking light
black	extremely dark
caliginous	dark and misty and gloomy
Cimmerian	intensely dark and gloomy as with perpetual darkness
crepuscular	like twilight
darkened	become or made dark by lack of light
darkening	becoming dark or darker as from waning light or clouding over
darkling	(poetic) occurring in the dark or night
darkling	uncannily or threateningly dark or obscure
dim	lacking in light
dusky	lighted by or as if by twilight
glooming	depressingly dark
lightless	without illumination
semidark	partially devoid of light or brightness
tenebrous	dark and gloomy
shaded	protected from heat and light with shade or shadow
murky	dark or gloomy
shady	filled with shade
unshaded	not darkened or dimmed by shade
unshadowed	not darkened or obscured by shadow
shaded	(of pictures or drawings) drawn or painted with degrees or gradations of shadow
hatched	shaded by means of fine parallel or crossed lines
unshaded	(of pictures) not having shadow represented
moonlit	lighted by moonlight
moonless	without a moon or a visible moon
bridgeable	capable of being connected by a bridge or as if by a bridge
unbridgeable	not bridgeable
bright	emitting or reflecting light readily or in large amounts
agleam	bright with a steady but subdued shining
aglow(p)	softly bright or radiant
aglitter(p)	having brief brilliant points or flashes of light
beady	small and round and shiny like a shiny bead or button
beaming	radiating or as if radiating light
blazing	shining intensely
bright_as_a_new_penny(p)	(metaphor) shining brightly
brilliant	full of light
ardent	glowing or shining like fire
flashing	emitting light in sudden short or intermittent bursts
glimmering	shining softly and intermittently
glistening	reflecting light
iridescent	having a play of lustrous rainbow-like colors
lurid	shining with an unnatural red glow as of fire seen through smoke
noctilucent	shining or glowing by night
self-luminous	having in itself the property of emitting light
shimmery	glistening tremulously
silver	having the white lustrous sheen of silver
twinkling(a)	shining intermittently with a sparkling light
dull	emitting or reflecting very little light
flat	not reflecting light
lackluster	lacking luster or shine
soft	not brilliant or glaring
dimmed	made dim or less bright
low-beam(a)	used of headlights
undimmed	not made dim or less bright
prejudiced	being biased or having a belief or attitude formed beforehand
homophobic	prejudiced against homosexual people
jaundiced	showing or affected by prejudice or envy or distaste
loaded	(of statements or questions) charged with associative significance and often meant to mislead or influence
racist	discriminatory especially on the basis of race or religion
sexist	discriminatory on the basis of sex (usually said of men's attitude toward women)
unprejudiced	free from undue bias or preconceived opinions
color-blind	unprejudiced about race
broad-minded	inclined to respect views and beliefs that differ from your own
broad	showing or characterized by broad-mindedness
catholic	free from provincial prejudices or attachments
free-thinking	unwilling to accept authority or dogma (especially in religion)
open-minded	ready to entertain new ideas
narrow-minded	lacking tolerance or flexibility or breadth of view
close-minded	not ready to receive to new ideas
dogmatic	characterized by assertion of unproved or unprovable principles
illiberal	narrow-minded about cherished opinions
opinionated	obstinate in your opinions
petty	contemptibly narrow in outlook
reconstructed	adapted to social or economic change
unreconstructed	adhering to an attitude or position widely held to be outmoded
broken	physically and forcibly separated into pieces or cracked or split
unbroken	not broken
broken	(especially of promises or contracts) having been violated or disregarded
unbroken	(especially of promises or contracts) not violated or disregarded
broken	not continuous in space, time, or sequence or varying abruptly
broken-field	varying in direction suddenly and frequently
dashed	having gaps or spaces
fitful	intermittently stopping and starting
halting	fragmentary or halting from emotional strain
unbroken	marked by continuous or uninterrupted extension in space or time or sequence
solid	uninterrupted in space
uninterrupted	having undisturbed continuity
brotherly	like or characteristic of or befitting a brother
sisterly	like or characteristic of or befitting a sister
fraternal	(of twins) derived from two separate fertilized ova
identical	(of twins) derived from a single egg or ovum
buried	placed in a grave
belowground	underneath the ground
unburied	not buried
busy	actively or fully engaged or occupied
at_work(p)	on the job
drudging	doing arduous or unpleasant work
engaged	having ones attention or mind or energy engaged
overbusy	too busy
tied_up(p)	kept occupied or engaged
up_to	busy or occupied with
idle	not in action or at work
bone-idle	constitutionally lazy or idle
faineant	disinclined to work or exertion
lackadaisical	idle or indolent especially in a dreamy way
leisured	free from duties or responsibilities
unengaged	not busy or occupied
bony	having bones especially many or prominent bones
bone	consisting of or made up of bone
boned	having bones as specified
bonelike	resembling bone
ridge-like	resembling a ridge of bone
strong-boned	having strong bones
boneless	being without a bone or bones
boned	having had the bones removed
buttoned	furnished or closed with buttons or something buttonlike
botonee	(of a heraldic cross) having a cluster of three buttons or knobs at the end of each arm
button-down	of a shirt
unbuttoned	not buttoned
open-collared	of a shirt
capitalistic	favoring or practicing capitalism
bourgeois	(according to Marxist thought) being of the property-owning class and exploitive of the working class
competitive	subscribing to capitalistic competition
individualistic	with minimally restricted freedom in commerce
socialistic	advocating or following the socialist principles
collective	set up on the principle of collectivism or ownership and production by the workers involved usually under the supervision of a government
collectivist	subscribing to the socialistic doctrine of ownership by the people collectively
cacophonous	having an unpleasant sound
cackly	like the cackles or squawks a hen makes especially after laying an egg
croaking	like the sounds of frogs and crows
grating	unpleasantly harsh or grating in sound
gruff	deep and harsh sounding as if from shouting or illness or emotion
jangling	like the discordant ringing of nonmusical metallic objects striking together
jarring	making or causing a harsh and irritating sound
piercing	loud and sharp
raucous	unpleasantly loud and harsh
rending	resembling a sound of violent tearing as of something ripped apart or lightning splitting a tree
euphonious	having a pleasant sound
golden	suggestive of gold
silvern	resembling or reminiscent of silver
calculable	capable of being calculated or estimated
computable	may be computed or estimated
countable	that can be counted
